Dato,Vannføring
2018-02-14 11:00:00Z,79
2018-02-15 11:00:00Z,62
2018-02-16 11:00:00Z,63
2018-02-17 11:00:00Z,62
2018-02-18 11:00:00Z,55
2018-02-19 11:00:00Z,72
2018-02-20 11:00:00Z,70
2018-02-21 11:00:00Z,70
2018-02-22 11:00:00Z,69
2018-02-23 11:00:00Z,71
2018-02-24 11:00:00Z,52
2018-02-25 11:00:00Z,47
2018-02-26 11:00:00Z,53
2018-02-27 11:00:00Z,58
2018-02-28 11:00:00Z,57
2018-03-01 11:00:00Z,66
2018-03-02 11:00:00Z,66
2018-03-03 11:00:00Z,66
2018-03-04 11:00:00Z,66
2018-03-05 11:00:00Z,67
2018-03-06 11:00:00Z,71
2018-03-07 11:00:00Z,71
2018-03-08 11:00:00Z,70
2018-03-09 11:00:00Z,67
2018-03-10 11:00:00Z,67
2018-03-11 11:00:00Z,66
2018-03-12 11:00:00Z,68
2018-03-13 11:00:00Z,66
2018-03-14 11:00:00Z,66
2018-03-15 11:00:00Z,66
2018-03-16 11:00:00Z,66
2018-03-17 11:00:00Z,66
2018-03-18 11:00:00Z,66
2018-03-19 11:00:00Z,66
2018-03-20 11:00:00Z,66
2018-03-21 11:00:00Z,65
2018-03-22 11:00:00Z,62
2018-03-23 11:00:00Z,66
2018-03-24 11:00:00Z,62
2018-03-25 11:00:00Z,58
2018-03-26 11:00:00Z,68
2018-03-27 11:00:00Z,76
2018-03-28 11:00:00Z,71
2018-03-29 11:00:00Z,68
2018-03-30 11:00:00Z,69
2018-03-31 11:00:00Z,69
2018-04-01 11:00:00Z,51
2018-04-02 11:00:00Z,56
2018-04-03 11:00:00Z,70
2018-04-04 11:00:00Z,74
2018-04-05 11:00:00Z,79
2018-04-06 11:00:00Z,82
2018-04-07 11:00:00Z,78
2018-04-08 11:00:00Z,87
2018-04-09 11:00:00Z,98
2018-04-10 11:00:00Z,115
2018-04-11 11:00:00Z,134
2018-04-12 11:00:00Z,144
2018-04-13 11:00:00Z,143
2018-04-14 11:00:00Z,147
2018-04-15 11:00:00Z,195
2018-04-16 11:00:00Z,226
2018-04-17 11:00:00Z,218
2018-04-18 11:00:00Z,216
2018-04-19 11:00:00Z,246
2018-04-20 11:00:00Z,264
2018-04-21 11:00:00Z,270
2018-04-22 11:00:00Z,252
2018-04-23 11:00:00Z,205
2018-04-24 11:00:00Z,222
2018-04-25 11:00:00Z,189
2018-04-26 11:00:00Z,165
2018-04-27 11:00:00Z,136
2018-04-28 11:00:00Z,129
2018-04-29 11:00:00Z,123
2018-04-30 11:00:00Z,102
2018-05-01 11:00:00Z,118
2018-05-02 11:00:00Z,130
2018-05-03 11:00:00Z,129
2018-05-04 11:00:00Z,127
2018-05-05 11:00:00Z,114
2018-05-06 11:00:00Z,106
2018-05-07 11:00:00Z,98
2018-05-08 11:00:00Z,92
2018-05-09 11:00:00Z,78
2018-05-10 11:00:00Z,64
2018-05-11 11:00:00Z,81
2018-05-12 11:00:00Z,85
2018-05-13 11:00:00Z,84
2018-05-14 11:00:00Z,78
2018-05-15 11:00:00Z,57
2018-05-16 11:00:00Z,69
2018-05-17 11:00:00Z,61
2018-05-18 11:00:00Z,57
2018-05-19 11:00:00Z,55
2018-05-20 11:00:00Z,46
2018-05-21 11:00:00Z,40
2018-05-22 11:00:00Z,48
2018-05-23 11:00:00Z,54
2018-05-24 11:00:00Z,52
2018-05-25 11:00:00Z,47
2018-05-26 11:00:00Z,45
2018-05-27 11:00:00Z,47
2018-05-28 11:00:00Z,44
2018-05-29 11:00:00Z,55
2018-05-30 11:00:00Z,47
2018-05-31 11:00:00Z,48
2018-06-01 11:00:00Z,45
2018-06-02 11:00:00Z,49
2018-06-03 11:00:00Z,46
2018-06-04 11:00:00Z,40
2018-06-05 11:00:00Z,39
2018-06-06 11:00:00Z,40
2018-06-07 11:00:00Z,42
2018-06-08 11:00:00Z,39
2018-06-09 11:00:00Z,41
2018-06-10 11:00:00Z,43
2018-06-11 11:00:00Z,41
2018-06-12 11:00:00Z,44
2018-06-13 11:00:00Z,42
2018-06-14 11:00:00Z,42
2018-06-15 11:00:00Z,40
2018-06-16 11:00:00Z,41
2018-06-17 11:00:00Z,43
2018-06-18 11:00:00Z,42
2018-06-19 11:00:00Z,42
2018-06-20 11:00:00Z,42
2018-06-21 11:00:00Z,46
2018-06-22 11:00:00Z,41
2018-06-23 11:00:00Z,43
2018-06-24 11:00:00Z,43
2018-06-25 11:00:00Z,42
2018-06-26 11:00:00Z,42
2018-06-27 11:00:00Z,42
2018-06-28 11:00:00Z,42
2018-06-29 11:00:00Z,40
2018-06-30 11:00:00Z,39
